episode_length,episode_reward,epoch,epsilon,mean_reward_100,step,success_rate_100,train_loss
100.0,0.0,0,0.009999999776482582,0.3448275923728943,4849,0.3448275923728943,0.014580201357603073
100.0,0.0,0,0.009999999776482582,0.33898305892944336,4899,0.33898305892944336,0.004842253867536783
100.0,0.0,0,0.009999999776482582,0.33898305892944336,4949,0.33898305892944336,0.014848272316157818
100.0,0.0,0,0.009999999776482582,0.3333333432674408,4999,0.3333333432674408,0.012621107511222363
100.0,0.0,0,0.009999999776482582,0.3333333432674408,5049,0.3333333432674408,0.012221493758261204
100.0,0.0,0,0.009999999776482582,0.32786884903907776,5099,0.32786884903907776,0.002085889922454953
100.0,0.0,0,0.009999999776482582,0.32786884903907776,5149,0.32786884903907776,0.011674248613417149
100.0,0.0,0,0.009999999776482582,0.32258063554763794,5199,0.32258063554763794,0.005447646602988243
100.0,0.0,0,0.009999999776482582,0.32258063554763794,5249,0.32258063554763794,0.003424902679398656
100.0,0.0,0,0.009999999776482582,0.3174603283405304,5299,0.3174603283405304,0.014993499964475632
100.0,0.0,0,0.009999999776482582,0.3174603283405304,5349,0.3174603283405304,0.0058489516377449036
100.0,0.0,0,0.009999999776482582,0.3125,5399,0.3125,0.0036858569364994764
100.0,0.0,0,0.009999999776482582,0.3125,5449,0.3125,0.011604792438447475
100.0,0.0,0,0.009999999776482582,0.3076923191547394,5499,0.3076923191547394,0.0018201129278168082
100.0,0.0,0,0.009999999776482582,0.3076923191547394,5549,0.3076923191547394,0.01821018196642399
100.0,0.0,0,0.009999999776482582,0.3030303120613098,5599,0.3030303120613098,0.003927384037524462
100.0,0.0,0,0.009999999776482582,0.3030303120613098,5649,0.3030303120613098,0.0033917452674359083
100.0,0.0,0,0.009999999776482582,0.2985074520111084,5699,0.2985074520111084,0.011675857938826084
100.0,0.0,0,0.009999999776482582,0.2985074520111084,5749,0.2985074520111084,0.003324788762256503
100.0,0.0,0,0.009999999776482582,0.29411765933036804,5799,0.29411765933036804,0.012772019021213055
100.0,0.0,0,0.009999999776482582,0.29411765933036804,5849,0.29411765933036804,0.004982777405530214
100.0,0.0,0,0.009999999776482582,0.28985506296157837,5899,0.28985506296157837,0.005159351974725723
100.0,0.0,0,0.009999999776482582,0.28985506296157837,5949,0.28985506296157837,0.002811467507854104
100.0,0.0,0,0.009999999776482582,0.2857142984867096,5999,0.2857142984867096,0.023307347670197487
100.0,0.0,0,0.009999999776482582,0.2857142984867096,6049,0.2857142984867096,0.003966310527175665
100.0,0.0,0,0.009999999776482582,0.28169015049934387,6099,0.28169015049934387,0.014832492917776108
100.0,0.0,0,0.009999999776482582,0.28169015049934387,6149,0.28169015049934387,0.012127083726227283
100.0,0.0,0,0.009999999776482582,0.2777777910232544,6199,0.2777777910232544,0.003194880671799183
100.0,0.0,0,0.009999999776482582,0.2777777910232544,6249,0.2777777910232544,0.012500487267971039
100.0,0.0,0,0.009999999776482582,0.27397260069847107,6299,0.27397260069847107,0.0032407271210104227
100.0,0.0,0,0.009999999776482582,0.27397260069847107,6349,0.27397260069847107,0.003102014772593975
100.0,0.0,0,0.009999999776482582,0.2702702581882477,6399,0.2702702581882477,0.0022887804079800844
100.0,0.0,0,0.009999999776482582,0.2702702581882477,6449,0.2702702581882477,0.0011697374284267426
100.0,0.0,0,0.009999999776482582,0.2666666805744171,6499,0.2666666805744171,0.005586016457527876
100.0,0.0,0,0.009999999776482582,0.2666666805744171,6549,0.2666666805744171,0.02158513478934765
100.0,0.0,0,0.009999999776482582,0.2631579041481018,6599,0.2631579041481018,0.011660524643957615
100.0,0.0,0,0.009999999776482582,0.2631579041481018,6649,0.2631579041481018,0.0030663388315588236
100.0,0.0,0,0.009999999776482582,0.25974026322364807,6699,0.25974026322364807,0.012851040810346603
100.0,0.0,0,0.009999999776482582,0.25974026322364807,6749,0.25974026322364807,0.0028776908293366432
100.0,0.0,0,0.009999999776482582,0.25641027092933655,6799,0.25641027092933655,0.003433089004829526
100.0,0.0,0,0.009999999776482582,0.25641027092933655,6849,0.25641027092933655,0.004325158894062042
100.0,0.0,0,0.009999999776482582,0.2531645596027374,6899,0.2531645596027374,0.004724340979009867
100.0,0.0,0,0.009999999776482582,0.2531645596027374,6949,0.2531645596027374,0.0016526911640539765
100.0,0.0,0,0.009999999776482582,0.25,6999,0.25,0.003878428367897868
100.0,0.0,0,0.009999999776482582,0.25,7049,0.25,0.005270007532089949
100.0,0.0,0,0.009999999776482582,0.2469135820865631,7099,0.2469135820865631,0.010998532176017761
100.0,0.0,0,0.009999999776482582,0.2469135820865631,7149,0.2469135820865631,0.0031605472322553396
100.0,0.0,0,0.009999999776482582,0.24390244483947754,7199,0.24390244483947754,0.01478057075291872
100.0,0.0,0,0.009999999776482582,0.24390244483947754,7249,0.24390244483947754,0.003482312196865678
100.0,0.0,0,0.009999999776482582,0.2409638613462448,7299,0.2409638613462448,0.002226494485512376
100.0,0.0,0,0.009999999776482582,0.2409638613462448,7349,0.2409638613462448,0.001611394458450377
100.0,0.0,0,0.009999999776482582,0.2380952388048172,7399,0.2380952388048172,0.0026696508284658194
100.0,0.0,0,0.009999999776482582,0.2380952388048172,7449,0.2380952388048172,0.0026593476068228483
100.0,0.0,0,0.009999999776482582,0.23529411852359772,7499,0.23529411852359772,0.001508470275439322
100.0,0.0,0,0.009999999776482582,0.23529411852359772,7549,0.23529411852359772,0.013744424097239971
100.0,0.0,0,0.009999999776482582,0.23255814611911774,7599,0.23255814611911774,0.003074722131714225
100.0,0.0,0,0.009999999776482582,0.23255814611911774,7649,0.23255814611911774,0.005325296428054571
100.0,0.0,0,0.009999999776482582,0.2298850566148758,7699,0.2298850566148758,0.002562034409493208
100.0,0.0,0,0.009999999776482582,0.2298850566148758,7749,0.2298850566148758,0.005693050567060709
100.0,0.0,0,0.009999999776482582,0.22727273404598236,7799,0.22727273404598236,0.0037052948027849197
100.0,0.0,0,0.009999999776482582,0.22727273404598236,7849,0.22727273404598236,0.013810470700263977
100.0,0.0,0,0.009999999776482582,0.2247191071510315,7899,0.2247191071510315,0.0031293313950300217
100.0,0.0,0,0.009999999776482582,0.2247191071510315,7949,0.2247191071510315,0.0031833637040108442
100.0,0.0,0,0.009999999776482582,0.2222222238779068,7999,0.2222222238779068,0.0035645856987684965
100.0,0.0,0,0.009999999776482582,0.2222222238779068,8049,0.2222222238779068,0.013269876129925251
100.0,0.0,0,0.009999999776482582,0.21978022158145905,8099,0.21978022158145905,0.011968442238867283
100.0,0.0,0,0.009999999776482582,0.21978022158145905,8149,0.21978022158145905,0.0010390984825789928
100.0,0.0,0,0.009999999776482582,0.21739129722118378,8199,0.21739129722118378,0.022612566128373146
100.0,0.0,0,0.009999999776482582,0.21739129722118378,8249,0.21739129722118378,0.014444618485867977
100.0,0.0,0,0.009999999776482582,0.2150537669658661,8299,0.2150537669658661,0.003573659574612975
100.0,0.0,0,0.009999999776482582,0.2150537669658661,8349,0.2150537669658661,0.003484611166641116
100.0,0.0,0,0.009999999776482582,0.21276596188545227,8399,0.21276596188545227,0.0037103041540831327
100.0,0.0,0,0.009999999776482582,0.21276596188545227,8449,0.21276596188545227,0.021545222029089928
100.0,0.0,0,0.009999999776482582,0.21052631735801697,8499,0.21052631735801697,0.005070458631962538
100.0,0.0,0,0.009999999776482582,0.21052631735801697,8549,0.21052631735801697,0.025684112682938576
100.0,0.0,0,0.009999999776482582,0.2083333283662796,8599,0.2083333283662796,0.012428986839950085
100.0,0.0,0,0.009999999776482582,0.2083333283662796,8649,0.2083333283662796,0.002872363431379199
100.0,0.0,0,0.009999999776482582,0.20618556439876556,8699,0.20618556439876556,0.005427601281553507
100.0,0.0,0,0.009999999776482582,0.20618556439876556,8749,0.20618556439876556,0.0013237831881269813
100.0,0.0,0,0.009999999776482582,0.20408163964748383,8799,0.20408163964748383,0.0020262959878891706
100.0,0.0,0,0.009999999776482582,0.20408163964748383,8849,0.20408163964748383,0.012077328749001026
100.0,0.0,0,0.009999999776482582,0.20202019810676575,8899,0.20202019810676575,0.00215860060416162
100.0,0.0,0,0.009999999776482582,0.20202019810676575,8949,0.20202019810676575,0.004135400056838989
100.0,0.0,0,0.009999999776482582,0.20000000298023224,8999,0.20000000298023224,0.0024954616092145443
100.0,0.0,0,0.009999999776482582,0.20000000298023224,9049,0.20000000298023224,0.0022485714871436357
100.0,0.0,0,0.009999999776482582,0.1899999976158142,9099,0.1899999976158142,0.0016043084906414151
100.0,0.0,0,0.009999999776482582,0.1899999976158142,9149,0.1899999976158142,0.013369069434702396
100.0,0.0,0,0.009999999776482582,0.18000000715255737,9199,0.18000000715255737,0.0028276611119508743
100.0,0.0,0,0.009999999776482582,0.18000000715255737,9249,0.18000000715255737,0.002325284993276
100.0,0.0,0,0.009999999776482582,0.18000000715255737,9299,0.18000000715255737,0.0050482540391385555
100.0,0.0,0,0.009999999776482582,0.18000000715255737,9349,0.18000000715255737,0.0030321443919092417
100.0,0.0,0,0.009999999776482582,0.18000000715255737,9399,0.18000000715255737,0.0028270825278013945
100.0,0.0,0,0.009999999776482582,0.18000000715255737,9449,0.18000000715255737,0.003360101254656911
100.0,0.0,0,0.009999999776482582,0.17000000178813934,9499,0.17000000178813934,0.0031211674213409424
100.0,0.0,0,0.009999999776482582,0.17000000178813934,9549,0.17000000178813934,0.001809236709959805
100.0,0.0,0,0.009999999776482582,0.1599999964237213,9599,0.1599999964237213,0.0019432689296081662
100.0,0.0,0,0.009999999776482582,0.1599999964237213,9649,0.1599999964237213,0.0036929163616150618
100.0,0.0,0,0.009999999776482582,0.15000000596046448,9699,0.15000000596046448,0.0029292081017047167
100.0,0.0,0,0.009999999776482582,0.15000000596046448,9749,0.15000000596046448,0.022052140906453133
100.0,0.0,0,0.009999999776482582,0.15000000596046448,9799,0.15000000596046448,0.0031044725328683853
100.0,0.0,0,0.009999999776482582,0.15000000596046448,9849,0.15000000596046448,0.0012454931857064366
100.0,0.0,0,0.009999999776482582,0.14000000059604645,9899,0.14000000059604645,0.0024063230957835913
100.0,0.0,0,0.009999999776482582,0.14000000059604645,9949,0.14000000059604645,0.0037821035366505384
100.0,0.0,0,0.009999999776482582,0.12999999523162842,9999,0.12999999523162842,0.0018164898501709104
100.0,0.0,0,0.009999999776482582,0.12999999523162842,10049,0.12999999523162842,0.011868744157254696
100.0,0.0,0,0.009999999776482582,0.11999999731779099,10099,0.11999999731779099,0.0006799972616136074
100.0,0.0,0,0.009999999776482582,0.11999999731779099,10149,0.11999999731779099,0.0017617054982110858
100.0,0.0,0,0.009999999776482582,0.10999999940395355,10199,0.10999999940395355,0.010734696872532368
100.0,0.0,0,0.009999999776482582,0.10999999940395355,10249,0.10999999940395355,0.02318721078336239
100.0,0.0,0,0.009999999776482582,0.10000000149011612,10299,0.10000000149011612,0.003336757654324174
100.0,0.0,0,0.009999999776482582,0.10000000149011612,10349,0.10000000149011612,0.01310814917087555
100.0,0.0,0,0.009999999776482582,0.09000000357627869,10399,0.09000000357627869,0.0026681916788220406
100.0,0.0,0,0.009999999776482582,0.09000000357627869,10449,0.09000000357627869,0.0012396554229781032
100.0,0.0,0,0.009999999776482582,0.07999999821186066,10499,0.07999999821186066,0.002195952460169792
100.0,0.0,0,0.009999999776482582,0.07999999821186066,10549,0.07999999821186066,0.0018365454161539674
100.0,0.0,0,0.009999999776482582,0.07999999821186066,10599,0.07999999821186066,0.0019994594622403383
100.0,0.0,0,0.009999999776482582,0.07999999821186066,10649,0.07999999821186066,0.0016173195326700807
100.0,0.0,0,0.009999999776482582,0.07000000029802322,10699,0.07000000029802322,0.002590060466900468
100.0,0.0,0,0.009999999776482582,0.07000000029802322,10749,0.07000000029802322,0.0012348978780210018
100.0,0.0,0,0.009999999776482582,0.05999999865889549,10799,0.05999999865889549,0.004357615951448679
100.0,0.0,0,0.009999999776482582,0.05999999865889549,10849,0.05999999865889549,0.001969297416508198
100.0,0.0,0,0.009999999776482582,0.05000000074505806,10899,0.05000000074505806,0.012749307788908482
100.0,0.0,0,0.009999999776482582,0.05000000074505806,10949,0.05000000074505806,0.0013033063150942326
100.0,0.0,0,0.009999999776482582,0.05000000074505806,10999,0.05000000074505806,0.0016594481421634555
100.0,0.0,0,0.009999999776482582,0.05000000074505806,11049,0.05000000074505806,0.011134881526231766
100.0,0.0,0,0.009999999776482582,0.05000000074505806,11099,0.05000000074505806,0.0021805630531162024
100.0,0.0,0,0.009999999776482582,0.05000000074505806,11149,0.05000000074505806,0.0015656264731660485
100.0,0.0,0,0.009999999776482582,0.05000000074505806,11199,0.05000000074505806,0.0024772712495177984
100.0,0.0,0,0.009999999776482582,0.05000000074505806,11249,0.05000000074505806,0.002604667330160737
100.0,0.0,0,0.009999999776482582,0.05000000074505806,11299,0.05000000074505806,0.0031658457592129707
100.0,0.0,0,0.009999999776482582,0.05000000074505806,11349,0.05000000074505806,0.002005010610446334
100.0,0.0,0,0.009999999776482582,0.05000000074505806,11399,0.05000000074505806,0.011332136578857899
100.0,0.0,0,0.009999999776482582,0.05000000074505806,11449,0.05000000074505806,0.012618708424270153
100.0,0.0,0,0.009999999776482582,0.05000000074505806,11499,0.05000000074505806,0.0014116567326709628
100.0,0.0,0,0.009999999776482582,0.05000000074505806,11549,0.05000000074505806,0.0014846617123112082
100.0,0.0,0,0.009999999776482582,0.05000000074505806,11599,0.05000000074505806,0.002675004303455353
100.0,0.0,0,0.009999999776482582,0.05000000074505806,11649,0.05000000074505806,0.0020230726804584265
100.0,0.0,0,0.009999999776482582,0.05000000074505806,11699,0.05000000074505806,0.0021064167376607656
100.0,0.0,0,0.009999999776482582,0.05000000074505806,11749,0.05000000074505806,0.002628797898069024
100.0,0.0,0,0.009999999776482582,0.03999999910593033,11799,0.03999999910593033,0.01090511679649353
100.0,0.0,0,0.009999999776482582,0.03999999910593033,11849,0.03999999910593033,0.0034996771719306707
100.0,0.0,0,0.009999999776482582,0.029999999329447746,11899,0.029999999329447746,0.0015062526799738407
100.0,0.0,0,0.009999999776482582,0.029999999329447746,11949,0.029999999329447746,0.0038789596874266863
100.0,0.0,0,0.009999999776482582,0.029999999329447746,11999,0.029999999329447746,0.0023955851793289185
100.0,0.0,0,0.009999999776482582,0.029999999329447746,12049,0.029999999329447746,0.0006389758782461286
100.0,0.0,0,0.009999999776482582,0.019999999552965164,12099,0.019999999552965164,0.0009218627237714827
100.0,0.0,0,0.009999999776482582,0.019999999552965164,12149,0.019999999552965164,0.0012985925422981381
100.0,0.0,0,0.009999999776482582,0.009999999776482582,12199,0.009999999776482582,0.001121656852774322
100.0,0.0,0,0.009999999776482582,0.009999999776482582,12249,0.009999999776482582,0.020910246297717094
100.0,0.0,0,0.009999999776482582,0.0,12299,0.0,0.005508036818355322
100.0,0.0,0,0.009999999776482582,0.0,12349,0.0,0.002160031348466873
100.0,0.0,0,0.009999999776482582,0.0,12399,0.0,0.0022670289035886526
100.0,0.0,0,0.009999999776482582,0.0,12449,0.0,0.0025112873408943415
100.0,0.0,0,0.009999999776482582,0.0,12499,0.0,0.003775122342631221
100.0,0.0,0,0.009999999776482582,0.0,12549,0.0,0.003647688776254654
100.0,0.0,0,0.009999999776482582,0.0,12599,0.0,0.0011948928004130721
100.0,0.0,0,0.009999999776482582,0.0,12649,0.0,0.011555895209312439
100.0,0.0,0,0.009999999776482582,0.0,12699,0.0,0.0021086526103317738
100.0,0.0,0,0.009999999776482582,0.0,12749,0.0,0.001463748631067574
100.0,0.0,0,0.009999999776482582,0.0,12799,0.0,0.000959211029112339
100.0,0.0,0,0.009999999776482582,0.0,12849,0.0,0.000525408482644707
100.0,0.0,0,0.009999999776482582,0.0,12899,0.0,0.0021493968088179827
100.0,0.0,0,0.009999999776482582,0.0,12949,0.0,0.0036358479410409927
100.0,0.0,0,0.009999999776482582,0.0,12999,0.0,0.01197387557476759
100.0,0.0,0,0.009999999776482582,0.0,13049,0.0,0.011325504630804062
100.0,0.0,0,0.009999999776482582,0.0,13099,0.0,0.012786618433892727
100.0,0.0,0,0.009999999776482582,0.0,13149,0.0,0.0002650143578648567
100.0,0.0,0,0.009999999776482582,0.0,13199,0.0,0.010332547128200531
100.0,0.0,0,0.009999999776482582,0.0,13249,0.0,0.0030123062897473574
100.0,0.0,0,0.009999999776482582,0.0,13299,0.0,0.0012013633968308568
100.0,0.0,0,0.009999999776482582,0.0,13349,0.0,0.0028930038679391146
100.0,0.0,0,0.009999999776482582,0.0,13399,0.0,0.0014663608744740486
100.0,0.0,0,0.009999999776482582,0.0,13449,0.0,0.011389768682420254
100.0,0.0,0,0.009999999776482582,0.0,13499,0.0,0.0039121476002037525
100.0,0.0,0,0.009999999776482582,0.0,13549,0.0,0.009664383716881275
100.0,0.0,0,0.009999999776482582,0.0,13599,0.0,0.0015626068925485015
100.0,0.0,0,0.009999999776482582,0.0,13649,0.0,0.001612887135706842
100.0,0.0,0,0.009999999776482582,0.0,13699,0.0,0.0023269832599908113
100.0,0.0,0,0.009999999776482582,0.0,13749,0.0,0.0022844558116048574
100.0,0.0,0,0.009999999776482582,0.0,13799,0.0,0.0015441708965227008
100.0,0.0,0,0.009999999776482582,0.0,13849,0.0,0.012950514443218708
100.0,0.0,0,0.009999999776482582,0.0,13899,0.0,0.001438833656720817
100.0,0.0,0,0.009999999776482582,0.0,13949,0.0,0.003959673922508955
100.0,0.0,0,0.009999999776482582,0.0,13999,0.0,0.0007005066727288067
100.0,0.0,0,0.009999999776482582,0.0,14049,0.0,0.010563845746219158
100.0,0.0,0,0.009999999776482582,0.0,14099,0.0,0.00016119972860906273
100.0,0.0,0,0.009999999776482582,0.0,14149,0.0,0.003230385249480605
100.0,0.0,0,0.009999999776482582,0.0,14199,0.0,0.0015273569151759148
100.0,0.0,0,0.009999999776482582,0.0,14249,0.0,0.0020952571649104357
100.0,0.0,0,0.009999999776482582,0.0,14299,0.0,0.01013001799583435
100.0,0.0,0,0.009999999776482582,0.0,14349,0.0,0.002036554040387273
100.0,0.0,0,0.009999999776482582,0.0,14399,0.0,0.0017782858340069652
100.0,0.0,0,0.009999999776482582,0.0,14449,0.0,0.00228592730127275
100.0,0.0,0,0.009999999776482582,0.0,14499,0.0,0.0030460923444479704
100.0,0.0,0,0.009999999776482582,0.0,14549,0.0,0.0014411713927984238
100.0,0.0,0,0.009999999776482582,0.0,14599,0.0,0.0016718646511435509
100.0,0.0,0,0.009999999776482582,0.0,14649,0.0,0.001329240738414228
100.0,0.0,0,0.009999999776482582,0.0,14699,0.0,0.0011425713310018182
100.0,0.0,0,0.009999999776482582,0.0,14749,0.0,0.0006122060003690422
100.0,0.0,0,0.009999999776482582,0.0,14799,0.0,0.00133528804872185
100.0,0.0,0,0.009999999776482582,0.0,14849,0.0,0.0009486640337854624
100.0,0.0,0,0.009999999776482582,0.0,14899,0.0,0.003415812738239765
