epoch,step,train_loss
0,799,0.012107416987419128
0,849,0.0012849490158259869
0,899,0.0018382654525339603
0,949,0.0016901639755815268
0,999,0.0005293404683470726
0,1049,0.0007390491664409637
0,1099,0.003313714638352394
0,1149,0.0012430741917341948
0,1199,6.368775211740285e-05
0,1249,0.0008080063271336257
0,1299,0.0007831192342564464
0,1349,0.0008859874214977026
0,1399,0.002142278477549553
0,1449,0.00019580127263907343
0,1499,0.0006230072467587888
0,1549,0.0009699020883999765
0,1599,0.0006037600105628371
0,1649,0.0006377428071573377
0,1699,0.0008416363270953298
0,1749,0.0006070967065170407
0,1799,0.0006050143274478614
0,1849,0.0009205451351590455
0,1899,0.0002787050325423479
0,1949,0.00025534338783472776
0,1999,0.0001301057927776128
0,2049,0.0001014898152789101
0,2099,0.000134274858282879
0,2149,6.948345981072634e-05
0,2199,0.0004079094505868852
0,2249,0.002575828228145838
0,2299,5.4700976761523634e-05
0,2349,0.00011320417979732156
0,2399,0.00011045409337384626
0,2449,5.980251444270834e-05
0,2499,0.00010129813017556444
0,2549,8.442721446044743e-05
0,2599,0.00023761375632602721
0,2649,0.00023892932222224772
0,2699,0.0969226285815239
0,2749,0.0027994378469884396
0,2799,0.0012489182408899069
0,2849,0.00015005584282334894
0,2899,0.0009491187520325184
0,2949,0.0001076463668141514
0,2999,0.002163755474612117
0,3049,0.0023828670382499695
0,3099,0.00029562346753664315
0,3149,0.0009586859960108995
0,3199,0.0021384889259934425
0,3249,0.00019627227447926998
0,3299,0.00022712565260007977
0,3349,7.829110836610198e-05
0,3399,0.0024306215345859528
0,3449,0.00029779213946312666
0,3499,0.00022789815557189286
0,3549,0.0006159195909276605
0,3599,0.0006112160626798868
0,3649,0.00016012349806260318
0,3699,0.0002879004168789834
0,3749,0.0003835865936707705
0,3799,0.00019493792206048965
0,3849,7.698593253735453e-05
0,3899,3.774965807679109e-05
0,3949,0.0002808514691423625
0,3999,9.690862498246133e-05
0,4049,8.970651833806187e-05
0,4099,0.00011109054321423173
0,4149,0.00043174822349101305
0,4199,0.0003166881506331265
0,4249,0.00014285845099948347
0,4299,0.00020588298502843827
0,4349,0.0001585693098604679
0,4399,0.00020416859479155391
0,4449,5.6310236686840653e-05
0,4499,0.00015217291365843266
0,4549,3.2387317332904786e-05
0,4599,8.44164751470089e-05
0,4649,0.00013678954564966261
0,4699,0.00010061226203106344
0,4749,0.0001504876127000898
0,4799,0.000115130067570135
0,4849,0.00019508105469867587
0,4899,0.00014210378867574036
0,4949,0.00018747398280538619
0,4999,7.146697316784412e-05
0,5049,5.6462544307578355e-05
0,5099,6.431490328395739e-05
0,5149,0.00020170467905700207
0,5199,0.00010327500058338046
0,5249,0.000292640965199098
0,5299,0.0002715595765039325
0,5349,0.00018199309124611318
0,5399,0.0006321282126009464
0,5449,0.0008941410342231393
0,5499,0.0832546204328537
0,5549,0.003530289512127638
0,5599,0.0013234135694801807
0,5649,0.004748300649225712
0,5699,0.0012501874007284641
0,5749,0.0024239388294517994
0,5799,0.0031114015728235245
0,5849,5.7935343647841364e-05
0,5899,0.0012635693419724703
0,5949,0.0016065469244495034
0,5999,0.0042592310346663
0,6049,0.002421481069177389
0,6099,0.001914244843646884
0,6149,0.0015317980432882905
0,6199,0.00044147076550871134
0,6249,0.011978558264672756
0,6299,0.0009735916974022985
0,6349,0.0015776598593220115
0,6399,0.0011623980244621634
0,6449,0.002045661909505725
0,6499,0.00018903505406342447
0,6549,0.0004900008207187057
0,6599,0.0008098276448436081
0,6649,0.0005160571308806539
0,6699,0.0002133701927959919
0,6749,0.00018725343397818506
0,6799,0.00016059385961852968
0,6849,0.000230973499128595
0,6899,0.0007093501044437289
0,6949,0.00026073766639456153
0,6999,0.00031065731309354305
0,7049,0.00020161925931461155
0,7099,0.00020758698519784957
0,7149,0.0001564855338074267
0,7199,0.00031761257559992373
0,7249,0.00017942306294571608
0,7299,0.00024181287153623998
0,7349,0.00011271445691818371
0,7399,0.000171269552083686
0,7449,0.00015991376130841672
0,7499,0.0001401018089381978
0,7549,0.0002792811137624085
0,7599,0.0027707726694643497
0,7649,0.00041502818930894136
0,7699,0.0006219003116711974
0,7749,0.0015596796292811632
0,7799,0.0008387810667045414
0,7849,0.0001730353687889874
0,7899,0.00019012407574336976
0,7949,0.0005105934105813503
0,7999,0.0007181891705840826
0,8049,5.1594586693681777e-05
0,8099,0.00023324848734773695
0,8149,0.0002446197613608092
0,8199,0.000879386905580759
0,8249,0.0008328923722729087
0,8299,0.0005247504450380802
0,8349,0.014771457761526108
0,8399,0.0007021212368272245
0,8449,0.0009985350770875812
0,8499,0.00021995732095092535
0,8549,0.0005515057127922773
0,8599,0.00033612665720283985
0,8649,0.0002227732038591057
0,8699,0.0001439934130758047
0,8749,0.00019637598597910255
0,8799,0.00022860802710056305
0,8849,0.01726529560983181
0,8899,0.00011620518489507958
0,8949,0.015771158039569855
0,8999,0.049686361104249954
0,9049,0.0011048819869756699
0,9099,0.0007588820881210268
0,9149,0.0008647228823974729
0,9199,0.00012059732398483902
0,9249,0.00013881638005841523
0,9299,0.0007423213683068752
0,9349,0.00029034167528152466
0,9399,0.0003386320313438773
0,9449,0.0006697691278532147
0,9499,0.007822755724191666
0,9549,0.0055358316749334335
0,9599,0.0023757521994411945
0,9649,0.009365051984786987
0,9699,0.011688601225614548
0,9749,0.002875071484595537
0,9799,0.0023152476642280817
0,9849,0.0030402718111872673
0,9899,0.001437448081560433
0,9949,0.0029970314353704453
0,9999,0.0013079401105642319
